10	12	1024	2
0.0004	-0.0092	
0.0012	-0.0074	
0.002	-0.0037	
0.002	0.001	
0.0015	0.0057	
0.0006	0.0098	
-0.0002	0.012	
-0.001	0.0118	
-0.0015	0.0094	
-0.0017	0.005	
-0.0013	-0.0002	
-0.0007	-0.0059	
0.0001	-0.0101	
0.0006	-0.0129	
0.0009	-0.0138	
0.0005	-0.0134	
0.000	-0.0118	
-0.0004	-0.0094	
-0.0006	-0.0063	
-0.0002	-0.0027	
0.0001	0.0012	
0.0005	0.0049	
0.0009	0.0081	
0.0011	0.0101	
0.0011	0.0111	
0.0007	0.0112	
0.0004	0.0103	
-0.0004	0.0084	
-0.0011	0.0051	
-0.0017	0.0007	
-0.002	-0.0042	
-0.0015	-0.0082	
-0.0005	-0.0105	
0.0005	-0.0103	
0.0013	-0.0076	
0.0016	-0.0029	
0.0016	0.0024	
0.0009	0.0077	
0.0001	0.0115	
-0.0007	0.0131	
-0.0013	0.0118	
-0.0016	0.0084	
-0.0016	0.0033	
-0.001	-0.0026	
-0.0002	-0.0079	
0.0005	-0.012	
0.0009	-0.0143	
0.0007	-0.0148	
0.0004	-0.014	
-0.0001	-0.012	
-0.0005	-0.0092	
-0.0005	-0.0054	
-0.0001	-0.001	
0.0004	0.0037	
0.0007	0.0077	
0.001	0.0107	
0.0007	0.0123	
0.0005	0.0126	
0.0002	0.0114	
-0.0001	0.0094	
-0.0007	0.0061	
-0.0013	0.002	
-0.0016	-0.0028	
-0.0016	-0.0073	
-0.001	-0.0103	
0.0002	-0.0109	
0.0011	-0.009	
0.0016	-0.005	
0.0016	0.0002	
0.0012	0.0056	
0.0005	0.010	
-0.0004	0.0126	
-0.0012	0.0126	
-0.0017	0.010	
-0.0018	0.0056	
-0.0015	0.0001	
-0.0007	-0.0052	
0.000	-0.0094	
0.0006	-0.0118	
0.0007	-0.0128	
0.0005	-0.0123	
-0.0001	-0.0111	
-0.0006	-0.0092	
-0.0007	-0.0063	
-0.0004	-0.0028	
0.0001	0.0013	
0.0006	0.0051	
0.001	0.0083	
0.0011	0.0104	
0.0007	0.0112	
0.0005	0.0109	
0.0001	0.0096	
-0.0005	0.0076	
-0.0012	0.0044	
-0.0018	0.0002	
-0.0021	-0.0042	
-0.0016	-0.0079	
-0.0006	-0.010	
0.0006	-0.0098	
0.0015	-0.0072	
0.0018	-0.0028	
0.0017	0.0023	
0.0011	0.0072	
0.0002	0.0107	
-0.0007	0.0122	
-0.0015	0.0112	
-0.0017	0.0079	
-0.0016	0.0029	
-0.001	-0.0024	
-0.0004	-0.0071	
0.0002	-0.0105	
0.0006	-0.0122	
0.0004	-0.0127	
0.000	-0.012	
-0.0005	-0.0106	
-0.0007	-0.0084	
-0.0007	-0.0054	
-0.0004	-0.0018	
0.0002	0.0021	
0.0007	0.0059	
0.001	0.0088	
0.0009	0.0105	
0.0006	0.0111	
0.0002	0.0106	
-0.0002	0.0092	
-0.0009	0.0067	
-0.0016	0.0031	
-0.002	-0.0012	
-0.002	-0.0056	
-0.0012	-0.009	
-0.0002	-0.0104	
0.0009	-0.0093	
0.0016	-0.006	
0.0017	-0.0013	
0.0016	0.0039	
0.0007	0.0085	
-0.0001	0.0115	
-0.001	0.0122	
-0.0015	0.0104	
-0.0017	0.0062	
-0.0015	0.0011	
-0.0009	-0.0042	
0.000	-0.0083	
0.0007	-0.0111	
0.001	-0.0125	
0.0007	-0.0125	
0.0001	-0.0117	
-0.0005	-0.0101	
-0.0007	-0.0076	
-0.0006	-0.0043	
-0.0002	-0.0002	
0.0004	0.0039	
0.0009	0.0074	
0.0011	0.0099	
0.001	0.0111	
0.0009	0.0112	
0.0004	0.0101	
-0.0001	0.0082	
-0.0009	0.005	
-0.0015	0.0007	
-0.0017	-0.0039	
-0.0015	-0.0081	
-0.0006	-0.0105	
0.0004	-0.0104	
0.0013	-0.0079	
0.0018	-0.0035	
0.0017	0.0017	
0.0015	0.007	
0.001	0.0109	
0.0006	0.0127	
0.001	0.0118	
0.0024	0.0085	
0.0048	0.0035	
0.0076	-0.0021	
0.0098	-0.0071	
0.0104	-0.0109	
0.0085	-0.0129	
0.0043	-0.0134	
-0.0017	-0.0129	
-0.0077	-0.0112	
-0.0118	-0.0087	
-0.0134	-0.0051	
-0.0123	-0.0011	
-0.0098	0.0032	
-0.0068	0.007	
-0.0057	0.0098	
-0.0078	0.0114	
-0.0143	0.0117	
-0.0249	0.0109	
-0.0376	0.009	
-0.0481	0.0061	
-0.0524	0.002	
-0.0476	-0.0032	
-0.0336	-0.0083	
-0.0127	-0.0121	
0.0115	-0.0132	
0.0356	-0.0115	
0.0575	-0.0071	
0.0753	-0.0009	
0.0883	0.0059	
0.0959	0.0118	
0.0986	0.0155	
0.0981	0.0165	
0.0964	0.0142	
0.0948	0.009	
0.0942	0.0027	
0.0939	-0.0038	
0.0938	-0.0092	
0.093	-0.0126	
0.0914	-0.0142	
0.0869	-0.0139	
0.0782	-0.0122	
0.0641	-0.0093	
0.0447	-0.0049	
0.0217	0.0009	
-0.0012	0.0077	
-0.0212	0.0145	
-0.0361	0.0201	
-0.045	0.0229	
-0.0488	0.0217	
-0.0486	0.0165	
-0.0458	0.0067	
-0.042	-0.0073	
-0.0389	-0.0251	
-0.0375	-0.0455	
-0.0372	-0.0665	
-0.0369	-0.085	
-0.0354	-0.0974	
-0.0323	-0.1007	
-0.0295	-0.0928	
-0.0291	-0.0726	
-0.0327	-0.0414	
-0.040	-0.0016	
-0.0494	0.0421	
-0.0587	0.0848	
-0.067	0.1218	
-0.0742	0.1498	
-0.0811	0.1674	
-0.0883	0.1748	
-0.0959	0.174	
-0.1052	0.1676	
-0.118	0.1586	
-0.1371	0.1489	
-0.1642	0.1394	
-0.199	0.1301	
-0.2383	0.1191	
-0.2773	0.1045	
-0.3116	0.0828	
-0.3376	0.0515	
-0.3529	0.009	
-0.3549	-0.0441	
-0.3413	-0.1046	
-0.3119	-0.1669	
-0.269	-0.2233	
-0.218	-0.2665	
-0.165	-0.2915	
-0.1154	-0.2964	
-0.0703	-0.2825	
-0.0302	-0.2533	
0.0048	-0.2145	
0.0326	-0.1716	
0.0499	-0.1305	
0.0547	-0.0956	
0.048	-0.0696	
0.0331	-0.0531	
0.0148	-0.0452	
-0.0034	-0.043	
-0.0184	-0.0433	
-0.0289	-0.0436	
-0.0328	-0.0419	
-0.0298	-0.0382	
-0.0208	-0.0342	
-0.0088	-0.032	
0.0012	-0.0344	
0.0054	-0.0433	
0.0024	-0.0596	
-0.0062	-0.0819	
-0.0184	-0.1071	
-0.0317	-0.1313	
-0.0448	-0.1511	
-0.0564	-0.1652	
-0.0646	-0.1742	
-0.0664	-0.1804	
-0.0592	-0.1873	
-0.041	-0.1965	
-0.0125	-0.2081	
0.0238	-0.2195	
0.0642	-0.2263	
0.1052	-0.2219	
0.144	-0.2006	
0.1781	-0.1563	
0.2058	-0.0857	
0.2267	0.0106	
0.2423	0.1274	
0.2551	0.2552	
0.2679	0.3812	
0.2815	0.4928	
0.2946	0.5802	
0.3048	0.6373	
0.311	0.6628	
0.313	0.6593	
0.3119	0.6328	
0.3086	0.5906	
0.3041	0.5397	
0.2982	0.4856	
0.291	0.4312	
0.2833	0.3763	
0.2762	0.3195	
0.2703	0.2578	
0.2651	0.1901	
0.2593	0.1168	
0.252	0.0415	
0.2428	-0.030	
